country,year,value
france,2007,18.03
france,2008,18.26
france,2009,18.43
france,2010,18.23
france,2011,18.04
france,2012,17.13
france,2013,16.98
france,2014,15.66
france,2015,15.57
france,2016,14.63
france,2017,14.78
france,2018,15.17
france,2019,15.05
france,2020,16.25
france,2021,16.58
japan,2000,24.12
japan,2001,23.4
japan,2002,24.05
japan,2003,25.81
japan,2004,24.31
japan,2005,24.56
japan,2006,24.09
japan,2007,25.19
japan,2008,24.62
japan,2009,25.12
japan,2010,24.31
japan,2011,23.52
japan,2012,21.8
japan,2013,21.54
japan,2014,20.23
japan,2015,19.3
japan,2016,17.67
japan,2017,17.19
japan,2018,16.87
japan,2019,16.47
japan,2020,17.16
japan,2021,17.43
mexico,2000,3.7
mexico,2001,3.95
mexico,2002,4.0
mexico,2003,4.11
mexico,2004,4.11
mexico,2005,4.24
mexico,2006,4.06
mexico,2007,4.12
mexico,2008,4.4
mexico,2009,4.66
mexico,2010,4.49
mexico,2011,5.26
mexico,2012,4.87
mexico,2013,5.21
mexico,2014,5.66
mexico,2015,5.61
mexico,2016,5.51
mexico,2017,5.67
mexico,2018,5.8
mexico,2019,6.15
mexico,2020,6.36
mexico,2021,6.95
new zealand,2000,12.56
new zealand,2001,13.85
new zealand,2002,12.39
new zealand,2003,13.7
new zealand,2004,12.7
new zealand,2005,12.99
new zealand,2006,13.16
new zealand,2007,12.27
new zealand,2008,12.35
new zealand,2009,11.46
new zealand,2010,12.54
new zealand,2011,11.39
new zealand,2012,12.63
new zealand,2013,12.1
new zealand,2014,11.69
new zealand,2015,11.94
new zealand,2016,12.47
new zealand,2017,12.83
new zealand,2018,11.73
new zealand,2019,11.81
new zealand,2020,11.35
new zealand,2021,11.92
norway,2000,12.83
norway,2001,12.8
norway,2002,11.44
norway,2003,11.57
norway,2004,12.1
norway,2005,12.12
norway,2006,12.0
norway,2007,10.91
norway,2008,11.1
norway,2009,12.52
norway,2010,11.84
norway,2011,13.0
norway,2012,10.98
norway,2013,11.43
norway,2014,11.22
norway,2015,11.92
norway,2016,12.23
norway,2017,11.75
norway,2018,13.35
norway,2019,12.57
norway,2020,12.52
norway,2021,13.19
sweden,2000,14.87
sweden,2001,15.95
sweden,2002,15.57
sweden,2003,14.49
sweden,2004,14.77
sweden,2005,15.73
sweden,2006,15.19
sweden,2007,14.64
sweden,2008,15.06
sweden,2009,15.69
sweden,2010,14.61
sweden,2011,14.07
sweden,2012,14.86
sweden,2013,15.78
sweden,2014,14.84
sweden,2015,15.15
sweden,2016,14.02
sweden,2017,14.47
sweden,2018,14.63
sweden,2019,14.6
sweden,2020,13.36
sweden,2021,13.84
united kingdom of great britain and northern ireland,2000,8.51
united kingdom of great britain and northern ireland,2001,8.23
united kingdom of great britain and northern ireland,2002,8.27
united kingdom of great britain and northern ireland,2003,7.99
united kingdom of great britain and northern ireland,2004,8.2
united kingdom of great britain and northern ireland,2005,7.9
united kingdom of great britain and northern ireland,2006,7.83
united kingdom of great britain and northern ireland,2007,7.54
united kingdom of great britain and northern ireland,2008,8.05
united kingdom of great britain and northern ireland,2009,7.94
united kingdom of great britain and northern ireland,2010,7.8
united kingdom of great britain and northern ireland,2011,8.33
united kingdom of great britain and northern ireland,2012,8.27
united kingdom of great britain and northern ireland,2013,8.74
united kingdom of great britain and northern ireland,2014,8.45
united kingdom of great britain and northern ireland,2015,8.62
united kingdom of great britain and northern ireland,2016,8.25
united kingdom of great britain and northern ireland,2017,7.98
united kingdom of great britain and northern ireland,2018,9.16
united kingdom of great britain and northern ireland,2019,9.39
united kingdom of great britain and northern ireland,2020,8.9
united kingdom of great britain and northern ireland,2021,9.55
united states,2000,11.17
united states,2001,11.55
united states,2002,11.87
united states,2003,11.76
united states,2004,11.92
united states,2005,11.83
united states,2006,11.96
united states,2007,12.31
united states,2008,12.65
united states,2009,12.82
united states,2010,13.2
united states,2011,13.44
united states,2012,13.67
united states,2013,13.7
united states,2014,14.1
united states,2015,14.42
united states,2016,14.63
united states,2017,15.19
united states,2018,15.44
united states,2019,15.11
united states,2020,14.96
united states,2021,15.63
